  0.1180816883921241015196E+08,  0.1724741082E+01,  0.4792420009E+01,  0.3678831974E+01
  0.1180816883947375230491E+08,  0.1685323294E+01,  0.4389499881E+01,  0.1614587808E+01
  0.1180816883973509632051E+08,  0.2197068596E+01,  0.1676418731E+01,  0.1147952238E+01
  0.1180816883999643661082E+08,  0.4539557885E+00,  0.3565221147E+01,  0.4345312920E+01
  0.1180816884025778248906E+08,  0.2073250207E+01,  0.5812971135E+01,  0.2202965501E+01
  0.1180816884051912464201E+08,  0.1813915687E+01,  0.2977525057E+01,  0.3805430330E+01
  0.1180816884078046865761E+08,  0.1250068673E+01,  0.4340943921E+01,  0.3466367395E+01
  0.1180816884104180894792E+08,  0.4398625731E+00,  0.3943153791E+01,  0.5899537686E+01
  0.1180816884130315482616E+08,  0.7840530438E+00,  0.4487204271E+01,  0.4174568051E+01
  0.1180816884156449697912E+08,  0.1522549705E+01,  0.1221280621E+01,  0.2742543243E+01
  0.1180816884182583913207E+08,  0.2525227895E+01,  0.1106308391E+00,  0.4645863050E+01
  0.1180816884208718128502E+08,  0.1339606607E+01,  0.5508778550E+01,  0.5507941153E+01
  0.1180816884234852716327E+08,  0.6571654812E+00,  0.2392142858E+01,  0.1213458760E+01
  0.1180816884260986745358E+08,  0.2133448977E+01,  0.1170997434E+01,  0.2757520528E+01
  0.1180816884287121146917E+08,  0.1659188846E+01,  0.2929900496E+00,  0.9470426997E+00
  0.1180816884313255548477E+08,  0.2758740664E+01,  0.1333369544E+01,  0.9938937162E+00
  0.1180816884339389763772E+08,  0.1339942278E+01,  0.2401273761E+00,  0.2176272138E+01
  0.1180816884365523979068E+08,  0.1409719851E+01,  0.1084220785E+00,  0.4741449228E+01
  0.1180816884391658380628E+08,  0.1957821923E+01,  0.4217221124E+00,  0.4689668013E+01
  0.1180816884417792595923E+08,  0.2329571094E+01,  0.1282005718E+01,  0.7355296501E+00
  0.1180816884443926811218E+08,  0.7676614356E+00,  0.6168812733E+01,  0.1776093402E+01
  0.1180816884470061212778E+08,  0.1916103419E+01,  0.1825785429E+01,  0.5892936625E+01
  0.1180816884496195614338E+08,  0.2581705379E+01,  0.2604510626E+01,  0.2255337500E+01
  0.1180816884522329829633E+08,  0.1988942205E+01,  0.1084319094E+01,  0.4572571650E+01
  0.1180816884548464044929E+08,  0.2169729960E+00,  0.6138941304E+01,  0.1354115080E+01
  0.1180816884574598446488E+08,  0.9076528653E+00,  0.5103602954E+00,  0.3200480513E+01
  0.1180816884600732661784E+08,  0.1238072381E+01,  0.1134926603E+01,  0.3340610557E+01
  0.1180816884626867063344E+08,  0.1825511225E+01,  0.2992756445E+01,  0.1496076814E+00
  0.1180816884653001278639E+08,  0.7867788857E+00,  0.2169288893E+01,  0.3045103165E+01
  0.1180816884679135493934E+08,  0.6952537667E+00,  0.2364520905E+01,  0.3365435504E+01
  0.1180816884705269709229E+08,  0.2835227513E+01,  0.4838898952E+01,  0.1333639283E+01
  0.1180816884731404297054E+08,  0.1317935329E+01,  0.2427145970E+01,  0.3169829734E+01
  0.1180816884757538512349E+08,  0.1403978387E+01,  0.2895419447E+01,  0.2222755763E+01
  0.1180816884783672727644E+08,  0.2501505174E+01,  0.5140315317E+01,  0.5099721751E+01
  0.1180816884809807129204E+08,  0.1119802424E+01,  0.5718868380E+01,  0.5226565783E+01
  0.1180816884835941530764E+08,  0.1727140661E+00,  0.3320295798E+01,  0.2881361015E+01
  0.1180816884862075746059E+08,  0.1051489986E+01,  0.1439908836E+01,  0.2420149992E+01
  0.1180816884888210147619E+08,  0.2830476906E+01,  0.4475266110E+01,  0.4715544951E+01
  0.1180816884914344362915E+08,  0.4471309846E+00,  0.3386620618E+01,  0.5054804127E+01
  0.1180816884940478578210E+08,  0.1210186191E+01,  0.5702824499E+01,  0.5917987400E+01
  0.1180816884966612793505E+08,  0.1680929439E+01,  0.4180252318E+01,  0.1347470015E+01
  0.1180816884992747195065E+08,  0.1108428936E+01,  0.2378698056E+01,  0.5558280889E+01
  0.1180816885018881596625E+08,  0.1376523101E+01,  0.3348483818E+01,  0.5800858080E+01
  0.1180816885045015811920E+08,  0.2033266747E+01,  0.3180560110E+01,  0.7231458730E+00
  0.1180816885071150027215E+08,  0.9490638539E+00,  0.2334884666E+00,  0.6091170685E+01
  0.1180816885097284428775E+08,  0.2026046890E+01,  0.9449627813E+00,  0.4838404603E+01
  0.1180816885123418644071E+08,  0.1528511756E+01,  0.1260921277E+00,  0.3438157279E+01
  0.1180816885149553045630E+08,  0.1201859678E+01,  0.2751823340E+01,  0.1588033949E+01
  0.1180816885175687260926E+08,  0.1538012907E+01,  0.1002475732E+01,  0.5401505132E+01
  0.1180816885201821662486E+08,  0.2104827726E+01,  0.2362558675E+01,  0.1191387750E+01
  0.1180816885227955877781E+08,  0.1371886063E+01,  0.3218668353E+00,  0.4732634456E+01
  0.1180816885254090093076E+08,  0.1693287400E+01,  0.7557461013E+00,  0.5144977180E+01
  0.1180816885280224494636E+08,  0.1864744865E+01,  0.2120258433E+01,  0.4810150295E+01
  0.1180816885306358709931E+08,  0.1761324085E+01,  0.4729494776E+00,  0.4037235855E+00
  0.1180816885332493111491E+08,  0.1895580001E+01,  0.2843239570E+01,  0.1075476234E+01
  0.1180816885358627326787E+08,  0.1940884987E+01,  0.5489420657E+01,  0.5136690089E+01
  0.1180816885384761542082E+08,  0.2218085257E+00,  0.6409128837E+00,  0.4691684359E+01
  0.1180816885410895943642E+08,  0.1071987365E+01,  0.3368672369E+01,  0.1537835870E+01
  0.1180816885437030345201E+08,  0.1739404276E+01,  0.5918119226E-01,  0.3500659132E+01
  0.1180816885463164560497E+08,  0.1924822976E+01,  0.2536452775E+00,  0.5813616785E+01
  0.1180816885489298775792E+08,  0.1888139739E+01,  0.4917693920E+00,  0.1322963586E+01
  0.1180816885515433177352E+08,  0.6603007572E+00,  0.6003094497E+01,  0.5720948392E+01
  0.1180816885541567578912E+08,  0.1560880812E+01,  0.2878018165E+01,  0.1269616043E+00
  0.1180816885567701607943E+08,  0.2598794093E+01,  0.1992419335E+01,  0.3818927563E+01
  0.1180816885593836009502E+08,  0.1298914756E+00,  0.2865590898E+01,  0.8567390371E+00
  0.1180816885619970411062E+08,  0.8077813189E+00,  0.4130656353E+01,  0.5792730528E+01
  0.1180816885646104812622E+08,  0.1718981207E+01,  0.4752095713E+01,  0.2605616265E+00
  0.1180816885672238841653E+08,  0.1642947271E+01,  0.5871265776E+01,  0.5898892410E+01
  0.1180816885698373243213E+08,  0.1925962268E+01,  0.3400630177E+01,  0.4823144565E+01
  0.1180816885724507644773E+08,  0.1393313590E+01,  0.5515785577E+01,  0.4670742113E+00
  0.1180816885750641860068E+08,  0.9948790881E+00,  0.2471364951E+01,  0.3853311428E+01
  0.1180816885776776075363E+08,  0.2557095794E+01,  0.4993880072E+01,  0.4627432435E+01
  0.1180816885802910476923E+08,  0.1327412708E+01,  0.5215966485E+01,  0.4515825596E+01
  0.1180816885829044878483E+08,  0.2089770129E+01,  0.4570712971E+01,  0.3321175889E+01
  0.1180816885855179093778E+08,  0.2196529167E+01,  0.5168917916E+01,  0.6948943970E-01
  0.1180816885881313309073E+08,  0.2236677930E+01,  0.1908925989E+01,  0.4697953232E+01
